pair_id,from_id,to_id,distance_nm,sea_time_h
P13__P27,P13,P27,1417.8615049718865,101.27582178370618
P13__P28,P13,P28,774.5349591751383,55.32392565536702
P13__P29,P13,P29,1033.2079482057954,73.80056772898538
P13__P30,P13,P30,1142.449301978091,81.60352156986364
P13__P31,P13,P31,1084.4258347456537,77.45898819611811
P13__P32,P13,P32,384.69058640966574,27.477899029261838
P13__P33,P13,P33,1703.6755080759744,121.69110771971246
P13__P34,P13,P34,510.0535127377318,36.432393766980844
P13__P35,P13,P35,424.27383729026536,30.305274092161813
P13__P36,P13,P36,1532.3231581331427,109.45165415236734
P13__P37,P13,P37,1065.3860405597693,76.09900289712638
P13__P38,P13,P38,1701.6846657697147,121.54890469783676
P13__P39,P13,P39,451.313965010177,32.23671178644121
P13__P40,P13,P40,371.6600884467656,26.547149174768972
P14__P01,P14,P01,832.9820942449222,59.49872101749445
P14__P02,P14,P02,1773.0874759615376,126.64910542582412
P14__P03,P14,P03,2599.2866148662406,185.6633296333029
P14__P04,P14,P04,2500.4063428089034,178.60045305777882
P14__P05,P14,P05,1629.2099052074905,116.37213608624931
P14__P06,P14,P06,1741.550592096175,124.3964708640125
P14__P07,P14,P07,246.12811056168232,17.580579325834453
P14__P08,P14,P08,1683.8469167837634,120.27477977026881
P14__P09,P14,P09,2318.008892055209,165.5720637182292
P14__P10,P14,P10,2339.969197708491,167.14065697917792
P14__P11,P14,P11,1786.2942838269746,127.5924488447839
P14__P12,P14,P12,1714.8194770556643,122.48710550397603
P14__P13,P14,P13,1617.9167861156939,115.56548472254956
P14__P15,P14,P15,2589.001133663317,184.92865240452264
P14__P16,P14,P16,1902.37565805083,135.88397557505928
P14__P17,P14,P17,1674.9035311348994,119.63596650963567
P14__P18,P14,P18,1808.4591783138585,129.17565559384704
P14__P19,P14,P19,1578.6153003750178,112.7582357410727
P14__P20,P14,P20,2215.534151114492,158.25243936532087
P14__P21,P14,P21,881.5730119883419,62.96950085631014
P14__P22,P14,P22,2280.8291660047266,162.91636900033762
P14__P23,P14,P23,2362.6050234076147,168.75750167197248
P14__P24,P14,P24,226.63688360214053,16.188348828724322
P14__P25,P14,P25,2707.399194426087,193.3856567447205
P14__P26,P14,P26,913.0309449026372,65.21649606447409
P14__P27,P14,P27,2874.8421002713476,205.34586430509626
P14__P28,P14,P28,2231.5155544746,159.39396817675714
P14__P29,P14,P29,2490.188543505257,177.87061025037548
P14__P30,P14,P30,2599.4298972775523,185.67356409125372
P14__P31,P14,P31,2541.4064300451146,181.5290307175082
P14__P32,P14,P32,1830.2878844901068,130.7348488921505
P14__P33,P14,P33,246.12811056168232,17.580579325834453
P14__P34,P14,P34,1950.4302021584342,139.31644301131672
P14__P35,P14,P35,1862.679711880234,133.04855084858815
P14__P36,P14,P36,2989.3037534326036,213.5216966737574
P14__P37,P14,P37,2522.3666358592304,180.16904541851645
P14__P38,P14,P38,244.1372682554225,17.43837630395875
P14__P39,P14,P39,1226.0371857015555,87.57408469296824
P14__P40,P14,P40,1339.4945170327749,95.67817978805535
P15__P01,P15,P01,1764.1358660065373,126.00970471475266
P15__P02,P15,P02,1073.547641459522,76.68197438996586
P15__P03,P15,P03,971.5898460301453,69.39927471643895
P15__P04,P15,P04,872.7095739728079,62.33639814091485
P15__P05,P15,P05,987.6391469512901,70.54565335366358
P15__P06,P15,P06,1227.965985438643,87.71185610276021
P15__P07,P15,P07,2674.759855623597,191.05427540168552
P15__P08,P15,P08,1182.0385512245166,84.43132508746547
P15__P09,P15,P09,690.3121232191135,49.30800880136525
P15__P10,P15,P10,255.64527878231416,18.260377055879584
P15__P11,P15,P11,1120.1864694760832,80.01331924829165
P15__P12,P15,P12,1143.0796485129533,81.64854632235381
P15__P13,P15,P13,1132.0205383638554,80.85860988313253
P15__P14,P15,P14,2589.001133663316,184.92865240452258
P15__P16,P15,P16,731.8951410413451,52.27822436009608
P15__P17,P15,P17,1026.8286850016102,73.34490607154359
P15__P18,P15,P18,780.5419553494577,55.75299681067555
P15__P19,P15,P19,1292.5887831883815,92.32777022774154
P15__P20,P15,P20,386.62273036558855,27.615909311827753
P15__P21,P15,P21,1707.4281216749746,121.95915154821247
P15__P22,P15,P22,653.1323971686315,46.652314083473684
P15__P23,P15,P23,347.1070047237898,24.793357480270704
P15__P24,P15,P24,2698.779540749538,192.76996719639556
P15__P25,P15,P25,679.3879402853213,48.52771002038009
P15__P26,P15,P26,1697.5994310767585,121.25710221976847
P15__P27,P15,P27,513.2298928890207,36.659278063501475
P15__P28,P15,P28,600.347268393129,42.88194774236636
P15__P29,P15,P29,862.4917746691614,61.60655533351153
P15__P30,P15,P30,971.7331284414569,69.40950917438978
P15__P31,P15,P31,913.7096612090194,65.26497580064424
P15__P32,P15,P32,808.9485974723289,57.78204267659492
P15__P33,P15,P33,2674.759855623597,191.05427540168552
P15__P34,P15,P34,671.2828522335981,47.94877515954272
P15__P35,P15,P35,812.7294912641769,58.05210651886978
P15__P36,P15,P36,627.6915460502767,44.835110432162615
P15__P37,P15,P37,894.6698670231351,63.904990501652506
P15__P38,P15,P38,2672.7690133173373,190.9120723798098
P15__P39,P15,P39,1458.2503972627019,104.16074266162157
P15__P40,P15,P40,1297.5436231705676,92.68168736932626
P16__P01,P16,P01,1077.5103903940508,76.96502788528935
P16__P02,P16,P02,523.0205776710468,37.35861269078906
P16__P03,P16,P03,771.4651967834027,55.10465691310019
P16__P04,P16,P04,672.5849247260653,48.04178033757609
P16__P05,P16,P05,342.5270261814545,24.46621615581818
P16__P06,P16,P06,674.0906138430457,48.14932956021755
P16__P07,P16,P07,1988.134380011111,142.00959857222222
P16__P08,P16,P08,622.6576699421141,44.47554785300815
P16__P09,P16,P09,490.18747397237115,35.01339099802651
P16__P10,P16,P10,508.61786105273194,36.32984721805228
P16__P11,P16,P11,592.5741030664399,42.326721647602845
P16__P12,P16,P12,575.8900062802076,41.135000448586254
P16__P13,P16,P13,463.9697834608614,33.140698818632956
P16__P14,P16,P14,1902.37565805083,135.88397557505928
P16__P15,P16,P15,731.895141041345,52.278224360096075
P16__P17,P16,P17,459.63904276886444,32.83136019777603
P16__P18,P16,P18,260.10530141172836,18.57895010083774
P16__P19,P16,P19,712.9401602551901,50.92429716108501
P16__P20,P16,P20,384.18281445873276,27.441629604195196
P16__P21,P16,P21,1020.8026460624881,72.91447471874915
P16__P22,P16,P22,453.007747921889,32.35769628013493
P16__P23,P16,P23,491.0744895055442,35.07674925039601
P16__P24,P16,P24,2012.1540651370515,143.72529036693226
P16__P25,P16,P25,827.7929106876735,59.128065049119535
P16__P26,P16,P26,1010.9739554642721,72.21242539030514
P16__P27,P16,P27,1017.7361076493764,72.69543626066975
P16__P28,P16,P28,403.6941363917617,28.835295456554405
P16__P29,P16,P29,662.3671254224189,47.31193753017278
P16__P30,P16,P30,771.6084791947143,55.11489137105102
P16__P31,P16,P31,713.5850119622768,50.970357997305484
P16__P32,P16,P32,140.18748400749806,10.01339171482129
P16__P33,P16,P33,1988.134380011111,142.00959857222222
P16__P34,P16,P34,89.62641919009923,6.401887085007088
P16__P35,P16,P35,100.88014176733716,7.205724411952654
P16__P36,P16,P36,1132.1977608106324,80.87126862933088
P16__P37,P16,P37,694.5452177763925,49.61037269831375
P16__P38,P16,P38,1986.1435377048513,141.86739555034652
P16__P39,P16,P39,781.1566822417648,55.79690587441177
P16__P40,P16,P40,610.918147558081,43.637010539862935
P17__P01,P17,P01,850.0382634781195,60.71701881986568
P17__P02,P17,P02,108.5394209847557,7.752815784625406
P17__P03,P17,P03,1037.1141662045343,74.07958330032388
P17__P04,P17,P04,938.2338941471969,67.01670672479977
P17__P05,P17,P05,202.88147103613943,14.491533645438532
P17__P06,P17,P06,230.87530932685146,16.49109352334653
P17__P07,P17,P07,1760.6622530951797,125.76158950679856
P17__P08,P17,P08,179.44236542591983,12.817311816137131
P17__P09,P17,P09,755.8364433935026,53.988317385250184
P17__P10,P17,P10,777.7967490467844,55.55691064619889
P17__P11,P17,P11,178.09294638014887,12.720924741439205
P17__P12,P17,P12,132.67470176401335,9.476764411715239
P17__P13,P17,P13,121.61559161491549,8.686827972493964
P17__P14,P17,P14,1674.9035311348987,119.63596650963562
P17__P15,P17,P15,1026.8286850016102,73.34490607154359
P17__P16,P17,P16,459.6390427688645,32.831360197776036
P17__P18,P17,P18,278.93223233562975,19.92373088111641
P17__P19,P17,P19,282.1838364394414,20.155988317102956
P17__P20,P17,P20,653.3617024527855,46.66869303234182
P17__P21,P17,P21,793.3305191465568,56.66646565332548
P17__P22,P17,P22,718.6567173430205,51.33262266735861
P17__P23,P17,P23,834.8782428263621,59.634160201883006
P17__P24,P17,P24,1784.6819382211202,127.47728130150858
P17__P25,P17,P25,1208.7719479056614,86.34085342183296
P17__P26,P17,P26,783.5018285483408,55.96441632488148
P17__P27,P17,P27,1312.6696516096415,93.76211797211725
P17__P28,P17,P28,669.3431058128931,47.81022184377808
P17__P29,P17,P29,928.0160948435504,66.28686391739646
P17__P30,P17,P30,1037.2574486158458,74.08981775827469
P17__P31,P17,P31,979.2339813834084,69.94528438452917
P17__P32,P17,P32,372.84736875729567,26.631954911235404
P17__P33,P17,P33,1760.6622530951797,125.76158950679856
P17__P34,P17,P34,441.333151067988,31.523796504856286
P17__P35,P17,P35,422.18359829384707,30.15597130670336
P17__P36,P17,P36,1427.1313047708977,101.93795034077841
P17__P37,P17,P37,960.1941871975241,68.58529908553744
P17__P38,P17,P38,1758.67141078892,125.61938648492286
P17__P39,P17,P39,508.3007100293823,36.30719357352731
P17__P40,P17,P40,428.6468334659709,30.617630961855063
P18__P01,P18,P01,983.5939106570797,70.25670790407712
P18__P02,P18,P02,332.95637958213246,23.78259854158089
P18__P03,P18,P03,790.8274365523819,56.48767403945585
P18__P04,P18,P04,691.9471644950445,49.424797463931746
P18__P05,P18,P05,207.09719160183244,14.79265654298803
P18__P06,P18,P06,489.53372176215163,34.96669441158226
P18__P07,P18,P07,1894.21790027414,135.30127859101
P18__P08,P18,P08,441.9508595088794,31.567918536348525
P18__P09,P18,P09,509.54971374135033,36.39640812438217
P18__P10,P18,P10,531.5100193946319,37.965001385330844
P18__P11,P18,P11,390.2897606678158,27.87784004770113
P18__P12,P18,P12,395.1831958469728,28.227371131926628
P18__P13,P18,P13,355.16082713422753,25.368630509587682
P18__P14,P18,P14,1808.459178313859,129.17565559384707
P18__P15,P18,P15,780.5419553494577,55.75299681067555
P18__P16,P18,P16,260.1053014117283,18.578950100837737
P18__P17,P18,P17,278.93223233562975,19.92373088111641
P18__P19,P18,P19,544.6923305224009,38.90659503731435
P18__P20,P18,P20,407.07497280063285,29.076783771473774
P18__P21,P18,P21,926.886166325517,66.20615473753693
P18__P22,P18,P22,472.3699876908682,33.740713406490585
P18__P23,P18,P23,588.5915131742096,42.04225094101497
P18__P24,P18,P24,1918.2375854000804,137.01697038572004
P18__P25,P18,P25,962.4852182535086,68.7489441609649
P18__P26,P18,P26,917.057475727301,65.50410540909293
P18__P27,P18,P27,1066.382921957489,76.17020871124922
P18__P28,P18,P28,423.05637616074085,30.218312582910063
P18__P29,P18,P29,681.7293651913981,48.69495465652843
P18__P30,P18,P30,790.9707189636935,56.49790849740668
P18__P31,P18,P31,732.947251731256,52.35337512366114
P18__P32,P18,P32,168.48998482029268,12.03499891573519
P18__P33,P18,P33,1894.21790027414,135.30127859101
P18__P34,P18,P34,195.04642141583557,13.931887243988255
P18__P35,P18,P35,222.6498569367109,15.903561209765064
P18__P36,P18,P36,1180.844575118745,84.34604107991036
P18__P37,P18,P37,713.9074575453717,50.99338982466941
P18__P38,P18,P38,1892.2270579678802,135.1590755691343
P18__P39,P18,P39,677.7084419132439,48.40774585094599
P18__P40,P18,P40,517.00166782111,36.928690558650715
P19__P01,P19,P01,753.7500327182394,53.83928805130281
P19__P02,P19,P02,288.6886859306025,20.620620423614465
P19__P03,P19,P03,1302.8742643913051,93.0624474565218
P19__P04,P19,P04,1203.9939923339678,85.9995708809977
P19__P05,P19,P05,413.79139662917163,29.556528330655116
P19__P06,P19,P06,248.22374258845107,17.730267327746507
P19__P07,P19,P07,1664.3740223352995,118.88385873823567
P19__P08,P19,P08,190.52006727603938,13.608576234002813
P19__P09,P19,P09,1021.5965415802734,72.9711815414481
P19__P10,P19,P10,1043.5568472335553,74.5397748023968
P19__P11,P19,P11,292.9674343192509,20.926245308517924
P19__P12,P19,P12,233.30536443810502,16.664668888436072
P19__P13,P19,P13,292.8524589303705,20.918032780740752
P19__P14,P19,P14,1578.6153003750185,112.75823574107275
P19__P15,P19,P15,1292.5887831883817,92.32777022774155
P19__P16,P19,P16,712.94016025519,50.924297161085
P19__P17,P19,P17,282.1838364394414,20.155988317102956
P19__P18,P19,P18,544.6923305224008,38.90659503731434
P19__P20,P19,P20,919.1218006395562,65.65155718853973
P19__P21,P19,P21,697.0422883866767,49.78873488476262
P19__P22,P19,P22,984.4168155297914,70.31548682355653
P19__P23,P19,P23,1100.638341013133,78.61702435808093
P19__P24,P19,P24,1688.39370746124,120.59955053294571
P19__P25,P19,P25,1474.5320460924322,105.32371757803087
P19__P26,P19,P26,687.2135977884607,49.08668555631862
P19__P27,P19,P27,1578.4297497964126,112.74498212831519
P19__P28,P19,P28,935.103203999664,66.793085999976
P19__P29,P19,P29,1193.7761930303216,85.2697280735944
P19__P30,P19,P30,1303.0175468026166,93.07268191447261
P19__P31,P19,P31,1244.9940795701793,88.9281485407271
P19__P32,P19,P32,633.6609632039948,45.261497371713915
P19__P33,P19,P33,1664.3740223352995,118.88385873823567
P19__P34,P19,P34,707.0932492547589,50.506660661054205
P19__P35,P19,P35,673.2442140845941,48.08887243461386
P19__P36,P19,P36,1692.8914029576688,120.92081449697635
P19__P37,P19,P37,1225.954285384295,87.56816324173535
P19__P38,P19,P38,1662.3831800290397,118.74165571635999
P19__P39,P19,P39,389.99513673007385,27.856795480719562
P19__P40,P19,P40,422.11628557122594,30.151163255087567
P20__P01,P20,P01,1390.6688834577128,99.33349167555092
P20__P02,P20,P02,700.0806589106976,50.00576135076411
P20__P03,P20,P03,608.6923352066581,43.47802394333272
P20__P04,P20,P04,509.8120631493205,36.41514736780861
P20__P05,P20,P05,614.1721644024653,43.86944031446181
P20__P06,P20,P06,854.4990028898183,61.035643063558446
P20__P07,P20,P07,2301.2928730747726,164.37806236248375
P20__P08,P20,P08,808.5715686756919,57.755112048263705
P20__P09,P20,P09,327.4146123956263,23.38675802825902
P20__P10,P20,P10,137.59079441076267,9.827913886483048
P20__P11,P20,P11,746.7194869272585,53.33710620908989
P20__P12,P20,P12,769.6126659641285,54.97233328315203
P20__P13,P20,P13,758.5535558150307,54.18239684393076
P20__P14,P20,P14,2215.5341511144916,158.25243936532084
P20__P15,P20,P15,386.62273036558855,27.615909311827753
P20__P16,P20,P16,384.1828144587328,27.441629604195203
P20__P17,P20,P17,653.3617024527855,46.66869303234182
P20__P18,P20,P18,407.0749728006329,29.076783771473778
P20__P19,P20,P19,919.1218006395565,65.65155718853974
P20__P21,P20,P21,1333.96113912615,95.28293850901072
P20__P22,P20,P22,290.2348863451442,20.731063310367443
P20__P23,P20,P23,239.35213267011497,17.096580905008214
P20__P24,P20,P24,2325.3125582007133,166.0937541571938
P20__P25,P20,P25,625.4210609701094,44.67293292643638
P20__P26,P20,P26,1324.132448527934,94.58088918056671
P20__P27,P20,P27,672.4636969736198,48.03312121240141
P20__P28,P20,P28,240.92127481501691,17.208662486786924
P20__P29,P20,P29,499.59426384567405,35.68530456040529
P20__P30,P20,P30,608.8356176179697,43.488258401283545
P20__P31,P20,P31,550.8121503855322,39.343725027538014
P20__P32,P20,P32,452.59487570168847,32.32820540726346
P20__P33,P20,P33,2301.2928730747726,164.37806236248375
P20__P34,P20,P34,297.8158696847731,21.272562120340933
P20__P35,P20,P35,465.0171646815645,33.215511762968895
P20__P36,P20,P36,786.9253501348757,56.208953581062545
P20__P37,P20,P37,531.7723561996477,37.98373972854626
P20__P38,P20,P38,2299.302030768513,164.23585934060807
P20__P39,P20,P39,1084.783414713877,77.48452962241979
P20__P40,P20,P40,924.0766406217431,66.0054743301245
P21__P01,P21,P01,56.70774433156269,4.050553166540192
P21__P02,P21,P02,891.5144639731964,63.67960456951403
P21__P03,P21,P03,1717.7136028778987,122.69382877699276
P21__P04,P21,P04,1618.8333308205615,115.63095220146867
P21__P05,P21,P05,747.6368932191484,53.40263522993917
P21__P06,P21,P06,859.9775801078338,61.426970007702415
P21__P07,P21,P07,967.3317339486231,69.09512385347308
P21__P08,P21,P08,802.273904795422,57.305278913958716
P21__P09,P21,P09,1436.435880066867,102.60256286191907
P21__P10,P21,P10,1458.3961857201493,104.17115612286781
P21__P11,P21,P11,904.7212718386335,64.62294798847383
P21__P12,P21,P12,833.2464650673229,59.51760464766592
P21__P13,P21,P13,736.3437741273517,52.59598386623941
P21__P14,P21,P14,881.5730119883418,62.96950085631013
P21__P15,P21,P15,1707.4281216749757,121.95915154821255
P21__P16,P21,P16,1020.8026460624878,72.91447471874913
P21__P17,P21,P17,793.330519146557,56.666465653325496
P21__P18,P21,P18,926.886166325517,66.20615473753693
P21__P19,P21,P19,697.0422883866765,49.78873488476261
P21__P20,P21,P20,1333.96113912615,95.28293850901072
P21__P22,P21,P22,1399.2561540163852,99.9468681440275
P21__P23,P21,P23,1481.0320114192727,105.78800081566234
P21__P24,P21,P24,991.3514190745633,70.8108156481831
P21__P25,P21,P25,1825.8261824377453,130.41615588841037
P21__P26,P21,P26,31.4579329142953,2.2469952081639497
P21__P27,P21,P27,1993.2690882830066,142.37636344878618
P21__P28,P21,P28,1349.9425424862582,96.42446732044701
P21__P29,P21,P29,1608.615531516915,114.90110939406536
P21__P30,P21,P30,1717.8568852892101,122.70406323494358
P21__P31,P21,P31,1659.833418056773,118.55952986119807
P21__P32,P21,P32,948.7148725017646,67.76534803584033
P21__P33,P21,P33,967.3317339486231,69.09512385347308
P21__P34,P21,P34,1068.857190170092,76.34694215500657
P21__P35,P21,P35,981.1066998918919,70.079049992278
P21__P36,P21,P36,2107.7307414442625,150.5521958174473
P21__P37,P21,P37,1640.7936238708887,117.19954456220634
P21__P38,P21,P38,965.3408916423632,68.95292083159737
P21__P39,P21,P39,344.46417371321365,24.60458383665812
P21__P40,P21,P40,457.9215050444328,32.708678931745204
P22__P01,P22,P01,1455.9638983479479,103.9974213105677
P22__P02,P22,P02,765.3756738009329,54.66969098578092
P22__P03,P22,P03,339.2181147518265,24.229865339416175
P22__P04,P22,P04,242.23642199792985,17.302601571280704
P22__P05,P22,P05,679.4671792927006,48.53336994947862
P22__P06,P22,P06,919.7940177800537,65.69957269857527
P22__P07,P22,P07,2366.5878879650077,169.04199199750056
P22__P08,P22,P08,873.8665835659273,62.41904168328052
P22__P09,P22,P09,102.17694147116688,7.298352962226206
P22__P10,P22,P10,404.1004612138056,28.864318658128973
P22__P11,P22,P11,812.0145018174939,58.0010358441067
P22__P12,P22,P12,834.9076808543638,59.63626291816884
P22__P13,P22,P13,823.848570705266,58.84632647894757
P22__P14,P22,P14,2280.829166004727,162.91636900033765
P22__P15,P22,P15,653.1323971686314,46.65231408347368
P22__P16,P22,P16,453.007747921889,32.35769628013493
P22__P17,P22,P17,718.6567173430208,51.33262266735863
P22__P18,P22,P18,472.3699876908682,33.740713406490585
P22__P19,P22,P19,984.4168155297917,70.31548682355655
P22__P20,P22,P20,290.2348863451442,20.731063310367443
P22__P21,P22,P21,1399.2561540163852,99.9468681440275
P22__P23,P22,P23,518.674248196387,37.048160585456216
P22__P24,P22,P24,2390.6075730909483,170.7576837922106
P22__P25,P22,P25,904.7431764963811,64.62451260688437
P22__P26,P22,P26,1389.427463418169,99.2448188155835
P22__P27,P22,P27,938.9733637766628,67.06952598404735
P22__P28,P22,P28,116.00182576012406,8.285844697151719
P22__P29,P22,P29,225.14735695758782,16.08195406839913
P22__P30,P22,P30,339.3613971631381,24.24009979736701
P22__P31,P22,P31,283.23650923414135,20.231179231010096
P22__P32,P22,P32,521.4198091648447,37.24427208320319
P22__P33,P22,P33,2366.5878879650077,169.04199199750056
P22__P34,P22,P34,366.27123449656324,26.162231035468803
P22__P35,P22,P35,533.8420981447207,38.13157843890862
P22__P36,P22,P36,1053.4350169379186,75.24535835270846
P22__P37,P22,P37,264.19671504825703,18.87119393201836
P22__P38,P22,P38,2364.597045658748,168.89978897562486
P22__P39,P22,P39,1150.0784296041122,82.14845925743658
P22__P40,P22,P40,989.3716555119784,70.66940396514131
P23__P01,P23,P01,1537.7397557508355,109.83855398220253
P23__P02,P23,P02,881.5971992842742,62.9712285203053
P23__P03,P23,P03,837.1316970579007,59.79512121842148
P23__P04,P23,P04,738.2514250005634,52.732244642897385
P23__P05,P23,P05,795.688704776042,56.834907484003
P23__P06,P23,P06,1036.0155432633949,74.00111023309964
P23__P07,P23,P07,2448.3637453678953,174.88312466913538
P23__P08,P23,P08,990.0881090492686,70.7205792178049
P23__P09,P23,P09,555.853974246869,39.70385530334779
P23__P10,P23,P10,147.1519448239411,10.510853201710079
P23__P11,P23,P11,928.2360273008352,66.30257337863108
P23__P12,P23,P12,951.1292063377051,67.93780045269322
P23__P13,P23,P13,922.2283339869126,65.87345242763662
P23__P14,P23,P14,2362.6050234076147,168.75750167197248
P23__P15,P23,P15,347.1070047237897,24.793357480270693
P23__P16,P23,P16,491.07448950554414,35.07674925039601
P23__P17,P23,P17,834.8782428263621,59.634160201883006
P23__P18,P23,P18,588.5915131742096,42.04225094101497
P23__P19,P23,P19,1100.6383410131332,78.61702435808094
P23__P20,P23,P20,239.35213267011494,17.09658090500821
P23__P21,P23,P21,1481.0320114192727,105.78800081566234
P23__P22,P23,P22,518.6742481963869,37.04816058545621
P23__P24,P23,P24,2472.383430493836,176.59881646384542
P23__P25,P23,P25,419.806824211285,29.986201729377502
P23__P26,P23,P26,1471.2033208210566,105.08595148721834
P23__P27,P23,P27,632.947971331821,45.210569380844355
P23__P28,P23,P28,469.3606366662596,33.52575976187568
P23__P29,P23,P29,728.0336256969168,52.00240183549406
P23__P30,P23,P30,837.2749794692123,59.80535567637231
P23__P31,P23,P31,779.2515122367748,55.66082230262678
P23__P32,P23,P32,570.2133016822355,40.72952154873111
P23__P33,P23,P33,2448.3637453678953,174.88312466913538
P23__P34,P23,P34,455.22222345552376,32.51587310396598
P23__P35,P23,P35,571.9088397283758,40.8506314091697
P23__P36,P23,P36,747.4096244930769,53.38640174950549
P23__P37,P23,P37,760.2117180508906,54.30083700363504
P23__P38,P23,P38,2446.3729030616355,174.74092164725968
P23__P39,P23,P39,1241.3860475985498,88.67043197132499
P23__P40,P23,P40,1071.1475129148657,76.51053663677612
P24__P01,P24,P01,942.7605013311439,67.34003580936742
P24__P02,P24,P02,1882.865883047759,134.49042021769708
P24__P03,P24,P03,2709.0650219524623,193.50464442517588
P24__P04,P24,P04,2610.184749895125,186.4417678496518
P24__P05,P24,P05,1738.9883122937117,124.21345087812226
P24__P06,P24,P06,1851.3289991823967,132.2377856558855
P24__P07,P24,P07,105.83490995288973,7.559636425206409
P24__P08,P24,P08,1793.6253238699849,128.11609456214177
P24__P09,P24,P09,2427.7872991414306,173.41337851010218
P24__P10,P24,P10,2449.747604794712,174.98197177105087
P24__P11,P24,P11,1896.0726909131963,135.4337636366569
P24__P12,P24,P12,1824.5978841418857,130.32842029584899
P24__P13,P24,P13,1727.6951932019151,123.4067995144225
P24__P14,P24,P14,226.63688360214056,16.188348828724326
P24__P15,P24,P15,2698.7795407495382,192.76996719639558
P24__P16,P24,P16,2012.1540651370512,143.72529036693223
P24__P17,P24,P17,1784.6819382211206,127.47728130150861
P24__P18,P24,P18,1918.2375854000798,137.01697038572
P24__P19,P24,P19,1688.3937074612393,120.59955053294566
P24__P20,P24,P20,2325.3125582007133,166.0937541571938
P24__P21,P24,P21,991.3514190745634,70.8108156481831
P24__P22,P24,P22,2390.6075730909483,170.7576837922106
P24__P23,P24,P23,2472.3834304938355,176.5988164638454
P24__P25,P24,P25,2817.177601512308,201.22697153659342
P24__P26,P24,P26,1022.8093519888587,73.05781085634705
P24__P27,P24,P27,2984.620507357569,213.1871790969692
P24__P28,P24,P28,2341.2939615608216,167.23528296863012
P24__P29,P24,P29,2599.9669505914785,185.71192504224845
P24__P30,P24,P30,2709.208304363774,193.51487888312673
P24__P31,P24,P31,2651.1848371313363,189.37034550938117
P24__P32,P24,P32,1940.066291576328,138.57616368402344
P24__P33,P24,P33,105.83490995288973,7.559636425206409
P24__P34,P24,P34,2060.2086092446552,147.15775780318967
P24__P35,P24,P35,1972.4581189664552,140.8898656404611
P24__P36,P24,P36,3099.082160518825,221.36301146563034
P24__P37,P24,P37,2632.145042945452,188.01036021038945
P24__P38,P24,P38,103.84406764662988,7.417433403330706
P24__P39,P24,P39,1335.815592787777,95.41539948484122
P24__P40,P24,P40,1449.2729241189961,103.51949457992829
P25__P01,P25,P01,1882.5339267693068,134.46670905495048
P25__P02,P25,P02,1255.4909043635735,89.67792174025524
P25__P03,P25,P03,1223.2006253578952,87.37147323984966
P25__P04,P25,P04,1124.3203533005578,80.30859666432556
P25__P05,P25,P05,1147.5505625567114,81.96789732547938
P25__P06,P25,P06,1409.9092483426937,100.70780345304955
P25__P07,P25,P07,2793.1579163863667,199.51127974188333
P25__P08,P25,P08,1363.9818141285673,97.42727243775481
P25__P09,P25,P09,941.9229025468635,67.28020732477596
P25__P10,P25,P10,515.4358429887834,36.816845927770245
P25__P11,P25,P11,1302.129732380134,93.00926659858101
P25__P12,P25,P12,1325.0229114170036,94.64449367264311
P25__P13,P25,P13,1268.9933198361177,90.64237998829412
P25__P14,P25,P14,2707.399194426086,193.38565674472042
P25__P15,P25,P15,679.3879402853213,48.52771002038009
P25__P16,P25,P16,827.7929106876736,59.12806504911954
P25__P17,P25,P17,1208.7719479056605,86.34085342183289
P25__P18,P25,P18,962.4852182535086,68.7489441609649
P25__P19,P25,P19,1474.5320460924318,105.32371757803084
P25__P20,P25,P20,625.4210609701094,44.67293292643638
P25__P21,P25,P21,1825.8261824377441,130.4161558884103
P25__P22,P25,P22,904.7431764963815,64.6245126068844
P25__P23,P25,P23,419.80682421128506,29.986201729377505
P25__P24,P25,P24,2817.1776015123073,201.22697153659337
P25__P26,P25,P26,1815.997491839528,129.7141065599663
P25__P27,P25,P27,898.1027688128479,64.15019777234627
P25__P28,P25,P28,855.429564966254,61.10211178330386
P25__P29,P25,P29,1114.1025539969114,79.57875385692225
P25__P30,P25,P30,1223.3439077692067,87.38170769780048
P25__P31,P25,P31,1165.3204405367694,83.23717432405496
P25__P32,P25,P32,920.0987362632093,65.72133830451494
P25__P33,P25,P33,2793.1579163863667,199.51127974188333
P25__P34,P25,P34,815.5584753788726,58.25417681277661
P25__P35,P25,P35,908.6272609105052,64.90194720789323
P25__P36,P25,P36,1012.5644219741038,72.32603014100741
P25__P37,P25,P37,1146.280646350885,81.87718902506322
P25__P38,P25,P38,2791.167074080107,199.36907672000763
P25__P39,P25,P39,1586.1802186170216,113.29858704407297
P25__P40,P25,P40,1415.9416839333371,101.13869170952408
P26__P01,P26,P01,88.16567724585798,6.297548374704141
P26__P02,P26,P02,881.6857733749803,62.97755524107002
P26__P03,P26,P03,1707.8849122796828,121.99177944854877
P26__P04,P26,P04,1609.0046402223456,114.92890287302468
P26__P05,P26,P05,737.8082026209323,52.70058590149517
P26__P06,P26,P06,850.1488895096177,60.7249206792584
P26__P07,P26,P07,998.7896668629184,71.34211906163702
P26__P08,P26,P08,792.4452141972059,56.60322958551471
P26__P09,P26,P09,1426.607189468651,101.90051353347508
P26__P10,P26,P10,1448.5674951219335,103.46910679442382
P26__P11,P26,P11,894.8925812404174,63.92089866002981
P26__P12,P26,P12,823.4177744691068,58.815555319221914
